1 1 0 1 1 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0 0 1
0 1 0 0 0 1 1 1 1 1 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0 1
1 0 0 0 0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 0 0 0 1 1
1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1 1 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1 1 1 0 0 0 1 1 0 1 0 0 1 1
0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 1 1 1 0
1 1 1 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 1 1 1 0
1 1 1 1 0 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 0 1
1 0 1 0 1 0 0 1 1 0 0 0 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 0
0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1
1 1 1 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0
0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 0 0 0 0 0 1 1 0 1 0 1 1 1 1 1 0 0 0 1 0
0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 1
0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 0
1 1 0 1 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1
1 0 1 1 0 0 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0
1 0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1
0 1 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1
0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 1 0
1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 0
1 1 0 0 1 0 0 0 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0
1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 1 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0
0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 1 1 1 1
1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 0 0
1 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1
0 1 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 0
0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1
1 0 1 0 1 1 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1
1 0 0 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 0 0
0 1 1 1 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 1 1 0 0 1 0
1 0 0 1 0 1 1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 1 1 0 1 0 1 0 0 1 1 1
0 0 1 0 0 0 0 1 1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 1 1 1 1 1
1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1
0 1 0 1 1 0 0 1 0 0 1 0 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1
1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 0 1 0 1 1 1 0 0
0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0
0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0
1 0 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 0 0 1
0 0 1 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0
0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0
0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0
0 0 0 0 1 0 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 1 1 0
1 0 1 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1
0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1
0 1 0 0 0 1 1 1 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 0 0 1
0 0 0 0 1 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0
0 0 1 1 0 1 0 1 1 1 1 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 0 1 1 1
0 1 1 1 0 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 1 1 1
1 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 0 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0
0 1 0 0 0 0 1 0 1 0 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 0 0 0 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0
0, 1200
1, 758
2, 722
3, 711
4, 690
5, 649
6, 649
7, 623
8, 567
9, 520
10, 499
11, 501
12, 495
13, 443
14, 451
15, 436
16, 416
17, 447
18, 411
19, 416
20, 418
21, 449
22, 381
23, 381
24, 380
25, 399
26, 363
27, 367
28, 365
29, 355
30, 345
31, 371
32, 358
33, 395
34, 363
35, 380
36, 354
37, 366
38, 329
39, 368
40, 316
41, 338
42, 333
43, 342
44, 361
45, 333
46, 334
47, 361
48, 344
49, 341
50, 339
51, 310
52, 306
53, 312
54, 309
55, 329
56, 340
57, 350
58, 352
59, 364
60, 332
61, 295
62, 274
63, 264
64, 266
65, 283
66, 279
67, 288
68, 304
69, 335
70, 317
71, 332
72, 321
73, 322
74, 318
75, 301
76, 311
77, 316
78, 322
79, 306
80, 301
81, 331
82, 319
83, 299
84, 307
85, 291
86, 276
87, 275
88, 276
89, 262
90, 260
91, 278
92, 268
93, 276
94, 279
95, 257
96, 258
97, 275
98, 261
99, 252
100, 257
101, 247
102, 283
103, 251
104, 254
105, 249
106, 257
107, 258
108, 256
109, 242
110, 220
111, 218
112, 213
113, 207
114, 197
115, 209
116, 197
117, 192
118, 179
119, 172
120, 162
121, 178
122, 174
123, 189
124, 174
125, 183
126, 156
127, 178
128, 175
129, 215
130, 193
131, 228
132, 225
133, 259
134, 246
135, 280
136, 251
137, 295
138, 287
139, 304
140, 301
141, 287
142, 290
143, 285
144, 279
145, 273
146, 300
147, 313
148, 296
149, 287
150, 310
151, 266
152, 266
153, 279
154, 288
155, 291
156, 291
157, 239
158, 246
159, 231
160, 207
161, 206
162, 203
163, 187
164, 166
165, 171
166, 155
167, 151
168, 158
169, 145
170, 154
171, 148
172, 157
173, 155
174, 170
175, 169
176, 180
177, 164
178, 162
179, 164
180, 174
181, 165
182, 143
183, 151
184, 137
185, 147
186, 143
187, 159
188, 147
189, 168
190, 149
191, 156
192, 148
193, 158
194, 131
195, 139
196, 139
197, 145
198, 134
199, 125
200, 125
201, 143
202, 124
203, 142
204, 120
205, 126
206, 117
207, 127
208, 125
209, 121
210, 116
211, 125
212, 111
213, 114
214, 104
215, 107
216, 117
217, 111
218, 126
219, 117
220, 125
221, 119
222, 133
223, 140
224, 140
225, 147
226, 149
227, 137
228, 139
229, 139
230, 138
231, 145
232, 143
233, 144
234, 151
235, 161
236, 155
237, 160
238, 168
239, 145
240, 158
241, 161
242, 192
243, 164
244, 186
245, 185
246, 208
247, 221
248, 241
249, 234
250, 270
251, 242
252, 247
253, 246
254, 248
255, 232
256, 246
257, 229
258, 225
259, 226
260, 215
261, 209
262, 224
263, 190
264, 189
265, 177
266, 176
267, 177
268, 158
269, 165
270, 146
271, 151
272, 150
273, 131
274, 151
275, 151
276, 163
277, 142
278, 144
279, 130
280, 141
281, 148
282, 150
283, 119
284, 122
285, 119
286, 121
287, 135
288, 138
289, 134
290, 126
291, 146
292, 134
293, 163
294, 138
295, 148
296, 143
297, 139
298, 147
299, 143
300, 146
301, 148
302, 140
303, 149
304, 138
305, 140
306, 129
307, 126
308, 124
309, 128
310, 124
311, 138
312, 143
313, 150
314, 159
315, 148
316, 164
317, 167
318, 182
319, 184
320, 175
321, 193
322, 181
323, 163
324, 159
325, 165
326, 166
327, 180
328, 179
329, 174
330, 162
331, 161
332, 156
333, 159
334, 151
335, 145
336, 138
337, 135
338, 138
339, 125
340, 124
341, 118
342, 118
343, 126
344, 124
345, 128
346, 121
347, 127
348, 121
349, 123
350, 131
351, 137
352, 143
353, 139
354, 147
355, 143
356, 134
357, 139
358, 128
359, 132
360, 131
361, 139
362, 145
363, 145
364, 147
365, 145
366, 137
367, 140
368, 132
369, 138
370, 128
371, 142
372, 143
373, 153
374, 135
375, 139
376, 132
377, 127
378, 133
379, 132
380, 136
381, 132
382, 115
383, 123
384, 124
385, 121
386, 125
387, 119
388, 129
389, 122
390, 120
391, 131
392, 123
393, 123
394, 115
395, 119
396, 112
397, 114
398, 111
399, 114
400, 110
401, 120
402, 118
403, 108
404, 97
405, 92
406, 95
407, 99
408, 105
409, 106
410, 99
411, 103
412, 112
413, 126
414, 113
415, 125
416, 115
417, 125
418, 117
419, 125
420, 107
421, 114
422, 109
423, 115
424, 117
425, 124
426, 112
427, 117
428, 117
429, 118
430, 139
431, 119
432, 134
433, 131
434, 123
435, 128
436, 125
437, 126
438, 128
439, 118
440, 122
441, 110
442, 112
443, 108
444, 110
445, 114
446, 112
447, 115
448, 115
449, 123
450, 114
451, 114
452, 117
453, 116
454, 119
455, 122
456, 120
457, 117
458, 122
459, 119
460, 115
461, 118
462, 124
463, 116
464, 105
465, 114
466, 103
467, 107
468, 110
469, 106
470, 110
471, 105
472, 109
473, 116
474, 115
475, 111
476, 111
477, 121
478, 116
479, 125
480, 125
481, 136
482, 134
483, 131
484, 137
485, 136
486, 143
487, 152
488, 123
489, 137
490, 127
491, 141
492, 143
493, 156
494, 158
495, 160
496, 142
497, 147
498, 139
499, 143
500, 160
